sex,n_hs2,Z1,edu,D1,prevearn,Y1,Z2,D2,earnings,Y2
1,19,0,9,0,0,0,1,1,70155,1
0,16,0,14,1,4500,0,1,1,1534,0
0,9,0,10,0,0,0,1,1,8040,0
0,13,0,12,1,6000,1,0,0,13827,1
1,15,0,11,0,5683,0,1,1,11327,1
1,15,0,17,1,3200,0,1,0,35694,1
0,9,0,10,0,3000,0,1,1,0,0
0,1,0,12,1,1020,0,1,1,63713,1
1,13,0,14,1,3000,0,1,0,3286,0
1,19,0,11,0,0,0,1,1,2991,0
0,9,0,12,1,3362,0,1,1,10411,0
0,13,0,11,0,1524,0,1,1,4518,0
0,13,0,16,1,5760,0,1,0,50861,1
0,13,0,9,0,5486,0,0,0,23847,1
1,2,0,12,1,3000,0,1,0,0,0
1,40,1,10,0,0,0,0,0,26107,1
0,13,0,12,1,300,0,1,1,1744,0
1,16,0,14,1,0,0,0,0,7020,0
1,0,0,13,1,300,0,1,1,1254,0
1,19,0,14,1,780,0,1,0,26288,1
1,28,0,12,1,19800,1,0,0,29931,1
1,13,0,12,1,7000,1,1,0,15073,1
0,19,0,11,0,0,0,0,0,2008,0
1,17,0,10,0,402,0,1,1,30432,1
0,17,0,9,0,1440,0,0,0,2829,0
0,15,0,12,1,59,0,1,1,13705,1
0,17,0,9,0,0,0,1,1,31650,1
0,13,0,12,1,6600,1,1,1,15633,1
1,13,0,14,1,860,0,1,1,33287,1
0,13,0,13,1,78,0,1,0,19146,1
1,13,0,11,0,3000,0,1,1,1704,0
0,28,0,12,1,146,0,1,1,17358,1
0,39,1,11,0,0,0,1,1,25887,1
0,39,1,11,0,6612,1,1,0,408,0
0,5,0,14,1,0,0,1,0,87,0
1,1,0,11,0,9000,1,0,0,34236,1
1,17,0,12,1,1580,0,1,1,9763,0
0,13,0,9,0,5148,0,0,0,20430,1
1,19,0,12,1,0,0,1,1,5991,0
0,9,0,16,1,18000,1,0,0,45194,1
1,19,0,9,0,728,0,1,1,3618,0
1,19,0,12,1,2500,0,0,0,5988,0
1,13,0,14,1,4000,0,1,0,17610,1
0,37,1,12,1,3115,0,0,0,7377,0
1,5,0,12,1,3700,0,1,1,19634,1
1,1,0,11,0,0,0,0,0,25053,1
0,1,0,12,1,2000,0,1,1,20961,1
0,1,0,8,0,2700,0,1,1,3986,0
1,39,1,10,0,3464,0,1,1,27056,1
0,39,1,13,1,3692,0,1,1,28749,1
1,19,0,12,1,5200,0,0,0,1209,0
1,13,0,12,1,0,0,1,1,15569,1
1,0,0,12,1,4000,0,1,1,33206,1
1,0,0,11,0,397,0,1,1,0,0
0,17,0,12,1,2400,0,1,1,7398,0
1,28,0,11,0,400,0,1,1,16449,1
1,13,0,12,1,647,0,1,0,3123,0
1,39,1,11,0,9240,1,1,1,55182,1
1,1,0,11,0,4000,0,1,0,1086,0
1,13,0,9,0,0,0,1,1,9447,0
1,0,0,12,1,8000,1,0,0,15003,1
0,39,1,10,0,300,0,0,0,0,0
0,16,0,13,1,5400,0,1,1,17168,1
0,17,0,12,1,0,0,0,1,7718,0
0,17,0,12,1,2000,0,1,1,6520,0
1,13,0,10,0,12000,1,1,1,874,0
1,16,0,17,1,28000,1,1,1,47205,1
1,39,1,9,0,2222,0,1,1,18270,1
1,346,1,10,0,2500,0,1,0,6835,0
0,13,0,11,0,1000,0,1,1,10565,0
0,9,0,12,1,0,0,0,0,0,0
0,39,1,12,1,32,0,1,1,57,0
0,19,0,12,1,0,0,0,0,44442,1
0,13,0,12,1,6000,1,0,0,36147,1
0,19,0,13,1,200,0,0,0,0,0
0,19,0,10,0,10000,1,1,0,44601,1
1,19,0,10,0,0,0,1,1,9110,0
0,16,0,11,0,4473,0,0,0,10287,0
1,9,0,13,1,0,0,1,0,27683,1
0,39,1,12,1,1347,0,1,1,21710,1
1,2,0,11,0,960,0,1,0,0,0
0,1,0,12,1,3000,0,1,1,18990,1
1,9,0,12,1,0,0,1,1,51741,1
1,0,0,12,1,1600,0,0,0,1365,0
0,37,1,12,1,0,0,1,1,39441,1
0,28,0,11,0,4480,0,1,1,6495,0
1,16,0,12,1,3000,0,1,1,45701,1
1,13,0,12,1,0,0,1,1,4663,0
1,9,0,12,1,2000,0,1,0,27990,1
1,1,0,8,0,725,0,0,0,16974,1
1,28,0,12,1,12000,1,0,0,17236,1
0,2,0,13,1,1400,0,1,0,6646,0
1,9,0,10,0,0,0,1,1,4731,0
0,9,0,12,1,270,0,1,1,3031,0
0,17,0,12,1,0,0,1,1,0,0
0,0,0,11,0,890,0,1,1,2180,0
1,37,1,7,0,900,0,0,0,14742,1
0,13,0,12,1,0,0,1,1,925,0
0,13,0,12,1,3120,0,1,0,4215,0
1,13,0,12,1,200,0,0,0,4560,0
0,1,0,9,0,5000,0,0,0,24156,1
1,13,0,12,1,16000,1,1,1,2543,0
0,1,0,12,1,6240,1,1,1,0,0
1,17,0,11,0,0,0,0,1,6324,0
0,9,0,9,0,700,0,1,0,672,0
1,1,0,8,0,9000,1,0,0,33140,1
1,15,0,12,1,0,0,1,1,16328,1
1,5,0,12,1,850,0,0,0,9969,0
0,28,0,12,1,1646,0,1,1,17448,1
0,1,0,12,1,98,0,0,0,0,0
0,19,0,10,0,1020,0,1,0,31689,1
0,13,0,12,1,5000,0,1,1,18093,1
0,15,0,12,1,165,0,1,1,5961,0
0,13,0,11,0,260,0,1,1,0,0
0,17,0,12,1,0,0,0,0,0,0
1,37,1,10,0,0,0,1,1,25439,1
0,17,0,12,1,0,0,0,0,5451,0
0,13,0,9,0,379,0,1,0,0,0
0,15,0,14,1,200,0,1,0,19509,1
1,1,0,9,0,5000,0,1,1,1752,0
1,13,0,12,1,418,0,1,0,33276,1
0,2,0,11,0,0,0,0,0,1581,0
0,16,0,12,1,6614,1,0,0,846,0
1,13,0,14,1,1600,0,1,0,15138,1
1,13,0,9,0,0,0,1,0,0,0
0,2,0,12,1,521,0,1,1,26923,1
1,15,0,12,1,6,0,1,1,10587,0
0,1,0,12,1,200,0,1,0,4446,0
1,1,0,12,1,17000,1,1,1,20808,1
0,13,0,10,0,5000,0,0,0,13961,1
1,0,0,10,0,1488,0,0,0,929,0
1,17,0,12,1,0,0,1,1,3735,0
0,1,0,9,0,4900,0,1,1,3336,0
0,19,0,8,0,0,0,1,1,0,0
1,39,1,10,0,700,0,0,0,18012,1
0,15,0,12,1,36,0,1,1,2034,0
0,13,0,12,1,2160,0,1,0,12348,1
1,17,0,12,1,2300,0,1,1,14026,1
0,19,0,10,0,0,0,1,1,0,0
0,346,1,9,0,0,0,1,0,2761,0
0,37,1,13,1,0,0,1,1,0,0
1,39,1,11,0,3000,0,0,0,7731,0
1,1,0,12,1,1000,0,1,1,1393,0
0,39,1,11,0,0,0,1,1,0,0
1,37,1,10,0,0,0,0,0,0,0
0,19,0,13,1,0,0,1,1,31170,1
0,13,0,12,1,0,0,1,0,39260,1
1,16,0,10,0,5760,0,0,0,20181,1
0,9,0,9,0,5000,0,0,0,14247,1
0,17,0,12,1,4462,0,0,0,27323,1
1,0,0,12,1,0,0,0,0,64911,1
1,39,1,8,0,6000,1,1,1,13934,1
0,9,0,10,0,800,0,1,1,12264,1
0,13,0,12,1,3444,0,1,1,390,0
1,9,0,13,1,400,0,1,1,23544,1
0,15,0,12,1,0,0,1,1,14988,1
1,19,0,12,1,6400,1,1,1,10248,0
0,13,0,12,1,90,0,0,0,10395,0
0,19,0,12,1,0,0,0,0,903,0
0,2,0,14,1,8000,1,1,0,40858,1
0,17,0,10,0,1350,0,1,1,13381,1
1,13,0,8,0,15600,1,0,0,8883,0
1,39,1,12,1,900,0,0,0,10851,0
0,16,0,12,1,1000,0,1,1,6940,0
1,13,0,10,0,6500,1,0,0,43976,1
1,15,0,12,1,7000,1,1,0,0,0
1,15,0,11,0,248,0,0,0,28161,1
1,1,0,13,1,520,0,1,1,1998,0
0,13,0,12,1,2000,0,1,0,19044,1
0,17,0,12,1,0,0,0,0,15714,1
0,0,0,12,1,4000,0,1,1,41680,1
0,16,0,12,1,150,0,0,0,0,0
1,39,1,12,1,1100,0,0,0,4144,0
1,1,0,12,1,6000,1,1,1,11003,0
1,2,0,11,0,6,0,0,0,783,0
0,1,0,11,0,0,0,1,1,3363,0
0,19,0,12,1,0,0,0,0,0,0
1,17,0,12,1,2320,0,0,0,4669,0
0,37,1,12,1,900,0,0,0,3639,0
1,13,0,11,0,500,0,1,0,0,0
0,17,0,12,1,0,0,1,1,10209,0
0,19,0,12,1,0,0,0,0,0,0
0,15,0,13,1,0,0,1,0,34044,1
1,16,0,16,1,4700,0,1,1,2392,0
0,9,0,12,1,0,0,1,1,0,0
0,39,1,14,1,6800,1,0,0,29931,1
1,37,1,11,0,3500,0,1,0,28872,1
1,13,0,13,1,8000,1,0,0,25632,1
1,2,0,10,0,900,0,0,0,24951,1
0,39,1,12,1,0,0,1,1,1986,0
1,9,0,11,0,0,0,1,1,16892,1
1,39,1,11,0,2876,0,0,0,13981,1
1,9,0,10,0,0,0,1,0,8553,0
0,28,0,11,0,0,0,0,0,10569,0
1,15,0,12,1,5000,0,1,0,25691,1
0,1,0,12,1,500,0,0,0,16307,1
0,13,0,13,1,500,0,0,0,17915,1
0,37,1,12,1,2299,0,1,1,5328,0
1,9,0,13,1,5000,0,0,0,19553,1
0,17,0,12,1,0,0,0,0,18950,1
0,0,0,13,1,2428,0,0,0,12716,1
0,13,0,13,1,1608,0,1,0,14465,1
1,0,0,13,1,2848,0,1,1,23727,1
0,13,0,12,1,0,0,1,0,27340,1
0,39,1,8,0,2212,0,1,1,31431,1
0,2,0,11,0,0,0,1,1,1028,0
0,28,0,10,0,0,0,0,0,1236,0
1,13,0,9,0,18000,1,1,0,63673,1
1,37,1,15,1,9344,1,1,1,27085,1
1,16,0,11,0,1000,0,1,0,5991,0
1,13,0,12,1,1783,0,1,0,16869,1
0,13,0,12,1,0,0,0,0,0,0
1,9,0,11,0,12000,1,0,0,29400,1
1,13,0,12,1,14000,1,1,1,54591,1
0,17,0,12,1,1840,0,1,1,33836,1
1,28,0,12,1,2000,0,1,0,0,0
1,16,0,16,1,700,0,1,1,78,0
1,9,0,11,0,1000,0,1,0,27926,1
1,13,0,10,0,6000,1,0,0,21381,1
1,13,0,12,1,12000,1,1,0,22320,1
0,1,0,12,1,1506,0,1,1,0,0
1,13,0,9,0,0,0,0,0,11685,1
1,19,0,12,1,1120,0,1,0,26055,1
1,15,0,12,1,3000,0,1,1,28134,1
0,13,0,12,1,0,0,0,0,0,0
0,17,0,13,1,0,0,1,1,0,0
0,19,0,12,1,1102,0,1,1,31645,1
0,17,0,12,1,6120,1,0,0,796,0
0,1,0,11,0,558,0,0,0,7986,0
1,1,0,10,0,0,0,1,1,5106,0
1,1,0,10,0,7878,1,1,0,5789,0
0,37,1,10,0,0,0,1,1,4353,0
1,13,0,10,0,7200,1,1,0,604,0
1,17,0,12,1,1600,0,0,0,3409,0
0,13,0,12,1,0,0,1,1,10396,0
1,19,0,10,0,4500,0,0,0,7337,0
0,1,0,11,0,1000,0,0,0,4608,0
0,13,0,12,1,1000,0,1,1,28884,1
0,17,0,12,1,6000,1,1,1,2493,0
0,16,0,8,0,0,0,1,1,18014,1
1,19,0,8,0,0,0,1,1,25268,1
0,1,0,12,1,6000,1,0,0,18213,1
1,17,0,12,1,4000,0,0,0,9849,0
1,17,0,12,1,0,0,1,1,621,0
0,19,0,14,1,0,0,1,1,31235,1
0,346,1,12,1,0,0,1,0,0,0
0,17,0,12,1,0,0,1,1,0,0
1,9,0,10,0,300,0,1,0,0,0
1,9,0,11,0,0,0,1,1,30228,1
1,17,0,12,1,1000,0,1,0,2786,0
1,13,0,12,1,5300,0,1,1,26265,1
0,17,0,13,1,0,0,1,1,15655,1
1,13,0,12,1,2400,0,1,0,44614,1
0,15,0,11,0,0,0,1,1,0,0
0,39,1,12,1,9000,1,0,0,2776,0
1,15,0,11,0,200,0,0,0,11406,1
1,9,0,11,0,0,0,1,1,12751,1
1,9,0,12,1,0,0,1,1,1065,0
0,39,1,9,0,0,0,1,0,0,0
1,13,0,10,0,0,0,1,0,438,0
0,1,0,12,1,0,0,1,1,6255,0
1,39,1,12,1,8000,1,0,0,29629,1
1,19,0,12,1,0,0,1,1,22251,1
0,9,0,9,0,2558,0,1,1,0,0
0,13,0,12,1,0,0,1,1,27233,1
0,15,0,13,1,0,0,1,1,28453,1
1,13,0,12,1,2300,0,0,0,10934,0
1,2,0,12,1,6000,1,1,0,0,0
0,9,0,12,1,7261,1,1,0,17271,1
0,9,0,11,0,0,0,0,0,0,0
0,13,0,12,1,0,0,1,1,3036,0
0,37,1,12,1,2343,0,1,0,33640,1
0,16,0,14,1,5980,0,1,1,38486,1
0,40,1,12,1,0,0,0,0,0,0
0,1,0,12,1,8216,1,0,0,20758,1
0,1,0,11,0,0,0,1,1,46564,1
0,17,0,9,0,1200,0,1,1,203,0
0,39,1,14,1,1000,0,1,0,6518,0
1,13,0,10,0,18000,1,1,1,52265,1
1,40,1,16,1,18000,1,1,1,63656,1
0,9,0,10,0,0,0,1,0,972,0
1,16,0,16,1,2000,0,1,1,15409,1
1,28,0,10,0,0,0,0,0,10173,0
0,13,0,12,1,2560,0,1,1,57785,1
1,39,1,12,1,7681,1,1,1,23927,1
0,17,0,12,1,0,0,1,1,35490,1
0,1,0,12,1,10,0,1,1,29916,1
1,0,0,12,1,13156,1,1,1,27064,1
0,13,0,13,1,3000,0,1,1,36720,1
0,0,0,11,0,6807,1,1,1,17355,1
0,17,0,12,1,0,0,0,0,10080,0
1,13,0,8,0,1400,0,1,1,0,0
1,13,0,12,1,4162,0,0,0,19032,1
1,13,0,8,0,0,0,1,0,13789,1
0,13,0,12,1,1800,0,1,1,918,0
0,9,0,8,0,0,0,1,1,20682,1
0,13,0,12,1,7500,1,0,0,1202,0
1,39,1,12,1,12000,1,0,0,32447,1
1,9,0,10,0,0,0,0,0,17460,1
1,15,0,12,1,7500,1,1,1,22364,1
0,1,0,12,1,0,0,1,0,294,0
1,16,0,12,1,7230,1,1,1,22473,1
1,0,0,12,1,6000,1,1,1,13581,1
0,37,1,15,1,600,0,1,0,3762,0
0,13,0,12,1,3000,0,1,1,12627,1
1,28,0,10,0,0,0,1,0,0,0
1,5,0,10,0,3000,0,1,0,24203,1
0,9,0,12,1,9500,1,1,1,0,0
0,13,0,11,0,4520,0,0,0,15945,1
0,9,0,14,1,1107,0,0,0,21765,1
0,16,0,12,1,7056,1,0,0,0,0
0,2,0,10,0,500,0,1,0,1274,0
1,15,0,11,0,0,0,1,1,2322,0
0,9,0,12,1,4962,0,1,0,20238,1
1,13,0,12,1,10720,1,1,1,49242,1
0,13,0,12,1,0,0,0,0,3684,0
1,1,0,13,1,0,0,1,1,51,0
0,16,0,14,1,0,0,1,1,0,0
0,2,0,12,1,0,0,0,0,0,0
0,13,0,12,1,0,0,0,0,29343,1
1,13,0,12,1,98,0,1,0,12504,1
0,1,0,12,1,7500,1,0,0,22959,1
1,13,0,12,1,1500,0,1,0,26191,1
0,19,0,10,0,3000,0,1,1,31911,1
1,13,0,11,0,5000,0,0,0,1149,0
1,13,0,9,0,3542,0,1,1,53439,1
1,15,0,9,0,2000,0,1,1,5496,0
0,17,0,12,1,7000,1,0,0,29957,1
1,37,1,13,1,4000,0,1,1,2542,0
0,17,0,12,1,800,0,1,1,10275,0
1,39,1,11,0,5014,0,0,0,15119,1
0,28,0,9,0,0,0,1,0,21969,1
0,17,0,10,0,1914,0,1,1,0,0
1,9,0,9,0,750,0,1,0,0,0
0,9,0,11,0,0,0,1,1,933,0
1,1,0,10,0,2759,0,0,0,5019,0
0,13,0,12,1,300,0,1,1,7092,0
0,19,0,12,1,960,0,1,1,0,0
0,40,1,14,1,1284,0,1,0,3933,0
1,16,0,8,0,5200,0,0,0,25929,1
0,13,0,13,1,4436,0,1,1,19046,1
0,37,1,13,1,8500,1,0,0,33063,1
0,16,0,13,1,0,0,1,1,0,0
0,16,0,14,1,8700,1,1,1,9607,0
1,9,0,10,0,4000,0,1,0,2772,0
0,1,0,9,0,0,0,1,1,690,0
0,39,1,12,1,5928,0,1,0,4938,0
0,13,0,14,1,200,0,0,0,34182,1
0,19,0,11,0,900,0,1,1,18084,1
0,13,0,10,0,9401,1,0,0,50630,1
0,28,0,12,1,9360,1,1,1,15458,1
1,19,0,12,1,0,0,1,1,3756,0
0,9,0,12,1,5440,0,0,0,10947,0
0,9,0,13,1,650,0,1,1,0,0
1,19,0,12,1,3100,0,1,1,0,0
1,5,0,10,0,5000,0,1,1,0,0
0,19,0,12,1,0,0,1,0,4683,0
1,13,0,12,1,3000,0,1,0,42445,1
1,16,0,17,1,2680,0,1,0,0,0
1,5,0,16,1,12000,1,1,1,8092,0
0,17,0,12,1,715,0,1,1,16028,1
0,13,0,14,1,7000,1,1,0,28474,1
1,39,1,17,1,4000,0,0,0,26127,1
1,19,0,9,0,3000,0,1,1,10104,0
1,13,0,12,1,6000,1,1,1,27476,1
0,39,1,12,1,3460,0,1,1,43524,1
0,17,0,12,1,1072,0,0,0,18695,1
1,19,0,12,1,588,0,0,0,0,0
0,13,0,16,1,0,0,0,0,2260,0
0,17,0,12,1,5000,0,1,0,0,0
1,13,0,12,1,10800,1,1,0,5635,0
0,13,0,12,1,4000,0,0,0,9531,0
0,2,0,12,1,0,0,0,0,0,0
0,39,1,17,1,2340,0,1,1,15348,1
0,19,0,12,1,0,0,0,0,1458,0
0,1,0,12,1,0,0,1,1,435,0
0,0,0,8,0,0,0,1,0,0,0
0,19,0,7,0,0,0,1,1,0,0
1,19,0,14,1,0,0,1,1,1749,0
1,9,0,13,1,4000,0,0,0,26317,1
0,17,0,12,1,0,0,0,0,25020,1
1,9,0,10,0,4400,0,0,0,2660,0
0,2,0,12,1,8000,1,0,0,15378,1
1,0,0,11,0,5100,0,1,1,56150,1
1,13,0,13,1,5086,0,0,0,39735,1
0,5,0,13,1,0,0,1,1,11867,1
1,9,0,13,1,550,0,1,1,28213,1
0,13,0,12,1,230,0,1,0,4913,0
0,19,0,11,0,8000,1,1,1,24825,1
1,17,0,12,1,9200,1,1,1,7751,0
1,39,1,8,0,2400,0,1,0,312,0
0,13,0,12,1,2500,0,1,0,20025,1
1,2,0,12,1,2000,0,1,1,44303,1
0,2,0,12,1,0,0,1,1,20193,1
0,16,0,16,1,1998,0,1,1,0,0
1,13,0,12,1,6500,1,0,0,32119,1
0,13,0,12,1,7000,1,1,0,41871,1
0,17,0,12,1,0,0,1,1,15682,1
0,39,1,12,1,7441,1,0,0,0,0
0,13,0,12,1,1530,0,0,0,15981,1
1,16,0,14,1,3306,0,1,1,40517,1
0,39,1,10,0,0,0,0,0,35883,1
1,5,0,10,0,910,0,1,1,21524,1
0,13,0,12,1,0,0,1,1,26014,1
1,17,0,14,1,5229,0,0,0,18384,1
1,13,0,12,1,2680,0,0,0,6774,0
1,0,0,15,1,0,0,1,1,38849,1
1,13,0,12,1,1000,0,1,1,22851,1
0,17,0,12,1,7661,1,1,1,20366,1
1,39,1,12,1,2830,0,1,0,28186,1
0,13,0,12,1,2000,0,1,1,22874,1
1,39,1,12,1,8324,1,1,0,6204,0
0,346,1,11,0,3000,0,0,0,16326,1
0,15,0,11,0,0,0,0,0,0,0
1,15,0,16,1,4800,0,0,0,63474,1
1,0,0,8,0,2000,0,1,0,18848,1
0,17,0,12,1,0,0,1,1,0,0
1,13,0,10,0,5000,0,1,1,9968,0
1,13,0,10,0,0,0,0,0,13035,1
0,37,1,11,0,0,0,0,0,0,0
1,2,0,10,0,90,0,1,0,0,0
0,1,0,8,0,335,0,0,0,0,0
1,9,0,12,1,1000,0,1,1,32496,1
0,17,0,11,0,0,0,1,1,22185,1
1,16,0,12,1,0,0,1,1,0,0
1,5,0,11,0,3005,0,0,0,2253,0
1,39,1,9,0,10000,1,1,0,8092,0
0,17,0,9,0,1072,0,1,1,21118,1
0,15,0,12,1,850,0,0,0,5211,0
0,2,0,12,1,3660,0,0,0,30618,1
0,13,0,12,1,557,0,1,1,26091,1
1,13,0,12,1,0,0,1,1,5250,0
1,19,0,9,0,1120,0,1,0,44,0
0,15,0,12,1,2500,0,1,1,35999,1
1,39,1,12,1,0,0,1,0,999,0
0,9,0,10,0,0,0,1,0,204,0
0,39,1,10,0,0,0,1,1,0,0
0,16,0,14,1,3862,0,1,1,27579,1
0,13,0,13,1,700,0,0,0,201,0
1,1,0,12,1,5800,0,0,0,49465,1
1,0,0,11,0,9000,1,0,0,33466,1
1,13,0,12,1,2000,0,1,0,20103,1
1,13,0,12,1,180,0,0,1,17692,1
1,16,0,12,1,8500,1,1,1,18492,1
0,1,0,13,1,7500,1,1,0,41912,1
0,37,1,10,0,700,0,0,0,22200,1
1,0,0,12,1,4000,0,1,1,21279,1
0,28,0,12,1,2602,0,1,0,28409,1
0,13,0,12,1,2700,0,1,1,7893,0
1,15,0,12,1,2700,0,0,0,4233,0
1,17,0,14,1,0,0,1,1,24075,1
1,17,0,9,0,2010,0,1,1,199,0
1,2,0,14,1,4200,0,1,1,9497,0
1,37,1,12,1,3900,0,1,1,30835,1
1,15,0,11,0,7800,1,1,0,271,0
1,9,0,8,0,0,0,1,1,0,0
0,16,0,11,0,0,0,1,1,10339,0
0,39,1,12,1,5500,0,1,1,1135,0
1,1,0,12,1,3000,0,0,0,2274,0
0,19,0,9,0,8000,1,1,1,24580,1
0,16,0,12,1,1132,0,1,0,6603,0
1,13,0,12,1,3000,0,1,1,15237,1
0,15,0,8,0,0,0,1,0,0,0
0,13,0,12,1,7000,1,1,1,63717,1
1,37,1,14,1,3000,0,1,1,50930,1
0,39,1,11,0,536,0,0,0,21021,1
1,16,0,12,1,10000,1,1,1,61347,1
0,9,0,13,1,4500,0,0,0,6105,0
1,9,0,12,1,400,0,1,1,18318,1
0,16,0,10,0,3840,0,0,0,1542,0
1,19,0,12,1,600,0,0,0,4620,0
0,9,0,10,0,0,0,0,0,7008,0
0,28,0,12,1,0,0,1,1,19110,1
0,13,0,9,0,0,0,0,0,483,0
0,13,0,11,0,0,0,0,0,0,0
1,39,1,12,1,10200,1,1,0,26428,1
1,13,0,12,1,1000,0,1,1,11018,0
0,37,1,13,1,3000,0,1,1,1245,0
1,16,0,14,1,10500,1,1,1,18616,1
0,19,0,9,0,7000,1,1,0,6201,0
1,13,0,13,1,2700,0,0,0,30299,1
0,17,0,12,1,1500,0,1,1,4187,0
1,13,0,9,0,6257,1,1,0,1764,0
0,19,0,9,0,0,0,1,0,897,0
0,17,0,11,0,200,0,0,1,12297,1
1,39,1,14,1,800,0,1,1,17031,1
1,16,0,12,1,2500,0,1,1,24018,1
0,1,0,11,0,0,0,1,1,2235,0
0,19,0,12,1,0,0,1,1,4932,0
0,13,0,14,1,2000,0,0,0,765,0
1,15,0,12,1,5000,0,0,0,6406,0
0,1,0,12,1,0,0,1,1,372,0
1,15,0,12,1,600,0,1,1,5608,0
1,13,0,9,0,5000,0,1,1,2074,0
1,19,0,10,0,0,0,1,1,6497,0
1,1,0,12,1,3000,0,0,0,38969,1
1,13,0,12,1,5,0,0,0,20510,1
0,28,0,14,1,0,0,1,0,0,0
0,13,0,9,0,4800,0,0,0,8895,0
1,9,0,9,0,0,0,0,0,0,0
0,39,1,11,0,0,0,1,1,43589,1
0,9,0,12,1,72,0,1,1,143,0
1,13,0,12,1,0,0,0,0,18790,1
0,1,0,13,1,250,0,1,0,15938,1
0,16,0,12,1,1200,0,0,0,5880,0
0,1,0,8,0,1876,0,1,1,20100,1
1,13,0,13,1,0,0,1,1,29874,1
0,13,0,12,1,0,0,1,1,11091,0
1,16,0,10,0,11317,1,1,1,25510,1
1,39,1,11,0,4000,0,1,0,13067,1
1,9,0,9,0,1227,0,1,1,16899,1
0,0,0,13,1,9808,1,1,1,23493,1
0,2,0,14,1,0,0,1,1,10888,0
0,17,0,15,1,0,0,1,0,27371,1
1,40,1,12,1,0,0,1,1,40945,1
0,28,0,11,0,536,0,0,0,0,0
0,1,0,9,0,400,0,1,1,12777,1
0,16,0,9,0,4500,0,1,1,8574,0
0,1,0,12,1,10208,1,1,1,27876,1
1,13,0,12,1,0,0,0,0,19872,1
1,9,0,10,0,0,0,1,0,6805,0
0,346,1,10,0,0,0,0,0,38018,1
1,39,1,12,1,992,0,0,0,12373,1
0,13,0,11,0,1500,0,1,0,1302,0
0,9,0,12,1,100,0,0,0,21631,1
1,19,0,9,0,9000,1,1,1,35142,1
1,16,0,9,0,0,0,1,1,18336,1
0,13,0,9,0,0,0,1,1,0,0
1,0,0,11,0,2440,0,0,0,15069,1
1,9,0,10,0,0,0,1,1,1557,0
1,28,0,12,1,20160,1,1,1,46110,1
0,37,1,12,1,4200,0,0,0,23952,1
0,19,0,10,0,0,0,1,0,0,0
0,0,0,12,1,2232,0,1,0,28090,1
0,37,1,10,0,4000,0,1,1,3270,0
1,19,0,14,1,240,0,1,0,0,0
0,9,0,8,0,0,0,0,0,34245,1
1,2,0,11,0,3500,0,0,0,5184,0
1,1,0,12,1,0,0,1,1,18811,1
0,9,0,12,1,3366,0,0,0,20178,1
0,16,0,15,1,3000,0,1,1,8439,0
1,13,0,12,1,600,0,1,0,99,0
1,17,0,12,1,400,0,1,1,3816,0
0,1,0,9,0,0,0,1,0,6375,0
0,13,0,11,0,4200,0,1,1,14748,1
0,39,1,17,1,3000,0,1,1,19533,1
0,39,1,12,1,5618,0,0,0,8050,0
0,39,1,11,0,3000,0,1,0,2728,0
1,2,0,13,1,8100,1,1,1,0,0
1,9,0,12,1,0,0,0,0,0,0
0,1,0,8,0,1300,0,1,1,2537,0
1,16,0,16,1,7000,1,1,1,8274,0
1,1,0,10,0,0,0,1,1,2271,0
1,1,0,10,0,2520,0,0,0,627,0
1,17,0,12,1,1120,0,0,0,18129,1
1,2,0,12,1,2500,0,1,1,0,0
1,5,0,11,0,0,0,1,0,0,0
1,13,0,12,1,7500,1,1,0,13513,1
0,13,0,12,1,1200,0,1,1,38310,1
0,1,0,8,0,0,0,1,1,3771,0
1,13,0,11,0,0,0,1,0,3179,0
0,39,1,10,0,300,0,0,0,7749,0
0,19,0,12,1,1200,0,1,1,3927,0
0,13,0,12,1,10000,1,0,0,21827,1
0,15,0,15,1,3000,0,1,1,22460,1
1,16,0,10,0,70,0,1,1,16569,1
1,1,0,13,1,7200,1,1,0,20634,1
1,19,0,12,1,3500,0,1,1,0,0
0,28,0,11,0,1542,0,0,0,629,0
0,346,1,9,0,3000,0,1,0,8321,0
1,37,1,12,1,1000,0,1,0,66293,1
0,13,0,16,1,5000,0,0,0,27453,1
0,15,0,13,1,1100,0,0,0,0,0
0,16,0,10,0,5760,0,1,1,37014,1
0,1,0,12,1,500,0,1,0,16692,1
0,17,0,8,0,0,0,0,0,5432,0
1,1,0,12,1,230,0,1,0,19620,1
0,13,0,12,1,1200,0,1,0,3222,0
1,16,0,12,1,1132,0,0,0,1386,0
0,2,0,12,1,0,0,1,1,15917,1
1,13,0,14,1,2500,0,1,0,42717,1
0,17,0,12,1,0,0,1,1,13170,1
1,1,0,11,0,9100,1,0,0,15325,1
0,17,0,10,0,3570,0,1,1,48810,1
1,13,0,11,0,7500,1,1,1,37288,1
1,16,0,12,1,1200,0,0,0,0,0
0,15,0,16,1,800,0,1,1,2246,0
0,19,0,11,0,0,0,1,1,33287,1
1,13,0,9,0,5400,0,0,0,0,0
1,19,0,14,1,4620,0,0,0,6993,0
0,15,0,12,1,837,0,0,0,11788,1
1,0,0,12,1,1380,0,1,1,6014,0
0,16,0,14,1,3000,0,1,1,0,0
0,13,0,10,0,7600,1,0,0,22925,1
0,16,0,11,0,0,0,1,1,1707,0
1,13,0,12,1,7000,1,1,0,35791,1
0,5,0,11,0,3338,0,1,1,24206,1
